"#","Timestamp","Cover Art","Played","Album Artist","Album","Artist","Title","Year","Rating","Genre","Composer","Grouping","Track #","Key","BPM","Duration","Bitrate","ReplayGain","Type","Date Added","Location","Comment"
"207","2020-02-15T23:16:06","0","(1)","","Decca 588 Mx: 60054-A","Chick Webb And His Orchestra","Rhythm And Romance","","","Jazz","","lindy, charleston","","F","147","03:05","256","-0.256723 dB","mp3","2019-06-15T22:00:14","../Music/swing/Ella Fitzgerald/Chick Webb And His Orchestra/Rhythm And Romance.mp3","NY Oct 12 1935"
"208","2020-02-15T23:16:06","0","(0)","","Columbia 35967 Mx: 29293","Jimmie Lunceford And His Orchestra","Okay For Baby","","","","","lindy, charleston","","A♭","145","03:11","320","-1.2518 dB","mp3","2019-06-15T22:00:13","../Music/swing/Jimmie Lunceford/Jimmie Lunceford And His Orchestra/Okay For Baby.mp3",""
"209","2020-02-15T23:16:06","0","(0)","","Vocalion 4967 Mx: WC-2632-A","Count Basie And His Orchestra","You Can Countoon Me","","","","","lindy","","A","145","02:58","320","-0.616542 dB","mp3","2019-06-15T22:00:07","../Music/swing/Count Basie/Count Basie And His Orchestra/You Can Countoon Me.mp3",""
"210","2020-02-15T23:16:06","0","(0)","","Verve MGV4023 Mx: 20219-7","Ella Fitzgerald","I've Got Five Dollars","","","","","lindy","","D♯m/E♭m","144","02:42","320","-6.11213 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/I've Got Five Dollars.mp3",""
"211","2020-02-15T23:16:06","0","(0)","","Decca 27578 Mx: 80748-A","Ella Fitzgerald Acc By Sy Oliver's Orchestra","Hot Canary","","","","","lindy","","A♭","143","03:16","320","-4.29666 dB","mp3","2019-06-15T22:00:14","../Music/swing/Ella Fitzgerald/Ella Fitzgerald Acc By Sy Oliver's Orchestra/Hot Canary.mp3",""
"212","2020-02-15T23:16:06","0","(0)","","Victor 24648 Mx: 82526-1","Fats Waller And His Rhythm","A Porter's Love Song To A Chambermaid","","","","","lindy","","F♯/G♭","143","03:21","320","-2.20459 dB","mp3","2019-06-15T22:00:13","../Music/swing/Fats Waller/Fats Waller And His Rhythm/A Porter's Love Song To A Chambermaid.mp3",""
"213","2020-02-15T23:16:06","0","(0)","","542-1 Bluebird B6619","Charlie Barnet And His Orchest","Rainbow On The River","1936","","Jazz","","lindy","","D","142.2759695585414","02:33","320","-3.39421 dB","mp3","2019-06-15T22:00:05","../Music/swing/Charlie Barnet/BLU0542.mp3",""
"214","2020-02-15T23:16:06","0","(0)","","Verve MGV4021 Mx: 22568-3","Ella Fitzgerald And Marty Paich's Dektette","If I Were A Bell","","","","","lindy, bal","","B♭","142","02:33","320","2.66604 dB","mp3","2019-06-15T22:00:14","../Music/swing/Ella Fitzgerald/Ella Fitzgerald And Marty Paich's Dektette/If I Were A Bell.mp3",""
"215","2020-02-15T23:16:06","0","(1)","","Decca 18669 Mx: 71825-A","Lionel Hampton And His Orchestra","Loose Wig","","","Jazz","","lindy, charleston","","G♯m","142","03:06","320","-0.867725 dB","mp3","2019-06-15T22:00:09","../Music/swing/Lionel Hampton/Lionel Hampton And His Orchestra/Loose Wig.mp3","NY Mar 2 1944"
"216","2020-02-15T23:16:06","0","(0)","","Verve MGV4050 Mx: 20092-2","Ella Fitzgerald","What Is This Thing Called Love?","","","","","lindy","","F","141","02:06","320","-4.74072 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/What Is This Thing Called Love?.mp3",""
"217","2020-02-15T23:16:06","0","(2)","","Victor 26173 Mx: 025868-1","Lionel Hampton And His Orchestra","Fiddle Diddle","","","","","lindy, charleston","","E","141","03:23","320","-1.70303 dB","mp3","2019-06-15T22:00:09","../Music/swing/Lionel Hampton/Lionel Hampton And His Orchestra/Fiddle Diddle.mp3",""
"218","2020-02-15T23:16:06","0","(0)","","COLUMBIA 36946","COUNT BASIE & HIS ORCHESTRA","PATIENCE AND FORTITUDE","1946","","","","lindy, charleston","","A♭","141","03:18","224","-2.49431 dB","mp3","2019-06-15T22:00:07","../Music/swing/Count Basie/COUNT BASIE & HIS ORCHESTRA/PATIENCE AND FORTITUDE.mp3","                              "
"219","2020-02-15T23:16:06","0","(0)","","Decca 2310 Mx: 64461-A","Chick Webb And His Orchestra With Ella Fitzgerald","I Can't Stop Loving You","","","","","lindy","","F","140","03:04","320","-3.27697 dB","mp3","2019-06-15T22:00:16","../Music/swing/Ella Fitzgerald/Chick Webb And His Orchestra With Ella Fitzgerald/I Can't Stop Loving You.mp3",""
"220","2020-02-15T23:16:06","0","(0)","","Verve MGV4019-2 Mx: 22145-6","Ella Fitzgerald","It's A Lovely Day Today","","","","","lindy","","E♭","140","02:29","320","-0.80296 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/It's A Lovely Day Today.mp3",""
"221","2020-02-15T23:16:06","0","(1)","","Imperial A(S)26 Mx: 11044","Duke Ellington & Coleman Hawkins","You Dirty Dog","","","","","lindy","","F","139","04:20","320","-4.09362 dB","mp3","2019-06-15T22:00:17","../Music/swing/Duke Ellington/Duke Ellington & Coleman Hawkins/You Dirty Dog.mp3",""
"222","2020-02-15T23:16:06","0","(1)","","Decca 27401 Mx: LA5898","Lionel Hampton And His Orchestra","Perdido","","","","","lindy","","E","137","02:50","320","-1.96879 dB","mp3","2019-06-15T22:00:09","../Music/swing/Lionel Hampton/Lionel Hampton And His Orchestra/Perdido.mp3",""
"223","2020-02-15T23:16:06","36099","(0)","Reverent Juke","We Are The Juke","Reverent Juke","Got You Begging - Live","2019","","Swing","","lindy","10","B♭","136.33076878","05:09","903","-4.78531 dB","flac","2019-11-10T01:05:53","../Music/swing/Reverent Juke/10 - Got You Begging - Live.flac",""
"224","2020-02-15T23:16:06","0","(0)","","Victor 27700 Mx: 061684-1","Duke Ellington And His Famous Orchestra","Five O'clock Drag","","","","","lindy","","B♭","136","03:17","320","-1.3888 dB","mp3","2019-06-15T22:00:17","../Music/swing/Duke Ellington/Duke Ellington And His Famous Orchestra/Five O'clock Drag.mp3",""
"225","2020-02-15T23:16:06","36099","(0)","Reverent Juke","We Are The Juke","Reverent Juke","Got You Begging - Live","2019","","Swing","Ben Webster","lindy","10","B♭","135.74374353","05:09","320","-4.78566 dB","mp3","2019-11-10T01:05:58","../Music/swing/Reverent Juke/10 - Got You Begging - Live.mp3",""
"226","2020-02-15T23:16:06","0","(0)","","Decca 2105 Mx: 64574-A","Chick Webb And His Orchestra With Ella Fitzgerald","I Love Each Move You Make","","","","","lindy","","F","135","03:04","320","-1.39335 dB","mp3","2019-06-15T22:00:16","../Music/swing/Ella Fitzgerald/Chick Webb And His Orchestra With Ella Fitzgerald/I Love Each Move You Make.mp3",""
"227","2020-02-15T23:16:06","0","(0)","","Verve MGV4050 Mx: 20091-2","Ella Fitzgerald","I've Got You Under Me Skin","","","","","lindy","","B♭","135","02:44","320","-3.34646 dB","mp3","2019-06-15T22:00:14","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/I've Got You Under Me Skin.mp3",""
"228","2020-02-15T23:16:06","0","(0)","","43992-1 Bluebird B10543","Charlie Barnet And His Orchest","Between 18th And 19th On Chest","1939","","Jazz","","","","B♭","133.75032085561497","02:58","320","-4.381 dB","mp3","2019-06-15T22:00:05","../Music/swing/Charlie Barnet/BLU043992.mp3",""
"229","2020-02-15T23:16:06","0","(0)","","Brunswick 6317 Mx: 11224-A","Duke Ellington And His Orchestra","Baby When You Ain't There","","","","","lindy","","A♭","133","02:44","224","-2.33617 dB","mp3","2019-06-15T22:00:17","../Music/swing/Duke Ellington/Duke Ellington And His Orchestra/Baby When You Ain't There.mp3",""
"230","2020-02-15T23:16:06","0","(1)","","SWING SW15 Mx: OLA-2310-1","Philippe Brun Et Son Swing Band","Harlem Swing","","","","","lindy","","Fm","133","02:36","320","0.875977 dB","mp3","2019-06-15T22:00:11","../Music/swing/Django Reinhardt/Philippe Brun Et Son Swing Band/Harlem Swing.mp3",""
"231","2020-02-15T23:16:06","0","(0)","","OSW-206-1 SWING 111A","Aimé Barelli","Flots Bleus","1941","","","","","1","Fm","132","03:17","320","-2.18823 dB","mp3","2019-06-15T22:00:12","../Music/swing/Django Reinhardt/Aimé Barelli/Flots Bleus.mp3","Aimé Barelli, Christian Bellest, Raymond Coucoulle (tp) Alix Combelle (ts) Charlie Lewis (p) Tony Rovira (b) Armand Molinetti (d)"
"232","2020-02-15T23:16:06","0","(0)","","Verve MGV4066 Mx: 20090-1","Ella Fitzgerald","You're The Top","","","","","","","B♭","131","03:36","320","-4.18251 dB","mp3","2019-06-15T22:00:14","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/You're The Top.mp3",""
"233","2020-02-15T23:16:06","0","(0)","","Victor 26173 Mx: 018338-1","Lionel Hampton And His Orchestra","Don't Be That Way","","","","","","","D","131","02:34","320","-4.04249 dB","mp3","2019-06-15T22:00:10","../Music/swing/Lionel Hampton/Lionel Hampton And His Orchestra/Don't Be That Way.mp3",""
"234","2020-02-15T23:16:06","0","(0)","","","","09 Please Don't Talk About Me When I","","","","","lindy","","F♯/G♭","129","03:12","128","-0.82707 dB","mp3","2019-06-15T22:00:05","../Music/swing/Ali Affleck/09 Please Don't Talk About Me When I.mp3",""
"235","2020-02-15T23:16:06","0","(0)","","Coral 6.22116 Mx: L-4298","Lionel Hampton And His Orchestra","Empty Glass","","","","","","","F♯/G♭","128","03:09","320","-3.72585 dB","mp3","2019-06-15T22:00:09","../Music/swing/Lionel Hampton/Lionel Hampton And His Orchestra/Empty Glass.mp3",""
"236","2020-02-15T23:16:06","0","(0)","","Brunswick 87526 Mx: 70417-A","Lionel Hampton Sextet","I Can't Believe That You're In Love With Me","","","","","lindy","","E♭","127","03:14","320","2.12604 dB","mp3","2019-06-15T22:00:08","../Music/swing/Lionel Hampton/Lionel Hampton Sextet/I Can't Believe That You're In Love With Me.mp3",""
"237","2020-02-15T23:16:06","0","(0)","","66672-A Decca 2772","Woody Herman And His Orchestra","If I Knew Then (What I Know No","1939","","Jazz","","","","A♭","126.80561253166883","03:06","320","-1.28617 dB","mp3","2019-06-15T22:00:06","../Music/swing/other/DEC66672.mp3",""
"238","2020-02-15T23:16:06","0","(0)","","LA4113-A Decca 18862","Charlie Barnet And His Orchest","Cement Mixer","1946","","Jazz","","","","B♭","126.23585858585861","03:10","224","-2.85098 dB","mp3","2019-06-15T22:00:05","../Music/swing/Charlie Barnet/DECL4113.mp3",""
"239","2020-02-15T23:16:06","0","(0)","","Verve 314 559 809-2","Ella Fitzgerald","Lullaby Of Birdland","","","","","lindy","","E♭","126","02:23","128","-6.97816 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Lullaby Of Birdland.mp3",""
"240","2020-02-15T23:16:06","44959","(0)","","Swingin' On Nothin'","Tommy Dorsey and his Orchestra;Sy Oliver and Jo Stafford;Sy Oliver;William Moore","Swingin' On Nothin'","","","Swing","","lindy","01","C♯m","126","03:24","193","1.80598 dB","mp3","2019-06-15T22:00:06","../Music/swing/other/Swingin' On Nothin'.mp3","https://archive.org/details/78_swingin-on-nothin_tommy-dorsey-and-his-orchestra-sy-oliver-and-jo-stafford-sy-oli_gbia0082997g"
"241","2020-02-15T23:16:06","0","(0)","","101650-1 Bluebird B6448","Charlie Barnet And His Glen Is","Empty Saddles","1936","","Jazz","","","","B","125","02:53","320","-2.99327 dB","mp3","2019-06-15T22:00:04","../Music/swing/Charlie Barnet/BLU101650.mp3",""
"242","2020-02-15T23:16:06","0","(0)","","Verve MGV4030 Mx: 22125-2","Ella Fitzgerald","You Can Have Him","","","","","","","G","122","03:47","320","0.343877 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/You Can Have Him.mp3",""
"243","2020-02-15T23:16:06","0","(0)","","67064-A Decca 2971","Woody Herman And His Orchestra","Thank Your Lucky Stars","1940","","Jazz","","","","B♭","121.51302247","03:07","320","-2.4528 dB","mp3","2019-06-15T22:00:06","../Music/swing/other/DEC67064.mp3",""
"244","2020-02-15T23:16:06","0","(0)","","Okeh 8623 (78)","Duke Ellington & His Famous Orchestra","The Mooch","1929","","Swing","","","","C♯m","120","03:12","128","-4.58341 dB","mp3","2019-06-15T22:00:18","../Music/swing/Duke Ellington/Duke Ellington & His Famous Orchestra/The Mooch.mp3",""
"245","2020-02-15T23:16:06","0","(0)","","Verve MGVS6026","Jatp: Ella Fitzgerald & Jatp Orchestra","Stompin' At The Savoy","","","","","lindy","","D♭","120","07:16","320","-3.13715 dB","mp3","2019-06-15T22:00:16","../Music/swing/Ella Fitzgerald/Jatp: Ella Fitzgerald & Jatp Orchestra/Stompin' At The Savoy.mp3",""
"246","2020-02-15T23:16:06","0","(0)","","46056-1 Bluebird B10568","Charlie Barnet And His Orchest","Thank Your Stars","1940","","Jazz","","lindy","","E♭","119.64461767","02:55","320","-5.34305 dB","mp3","2019-06-15T22:00:05","../Music/swing/Charlie Barnet/BLU046056.mp3",""
"247","2020-02-15T23:16:06","0","(0)","","048940-1 Bluebird 10726","Tommy Dorsey And His Sentiment","Head On My Pillow","1940","","Jazz","","","","Cm","119.2525295180951","02:54","224","-1.60331 dB","mp3","2019-06-15T22:00:06","../Music/swing/other/BLU048940-1.mp3",""
"248","2020-02-15T23:16:06","0","(0)","","Verve MGV4019-2 Mx: 22124-2","Ella Fitzgerald","I Used To Be Color Blind","","","","","lindy","","B♭","119","02:34","320","-1.17254 dB","mp3","2019-06-15T22:00:16","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/I Used To Be Color Blind.mp3",""
"249","2020-02-15T23:16:06","0","(0)","","Verve MGV4023 Mx: 20241-2","Ella Fitzgerald","Here In My Arms","","","","","lindy","","B♭","119","01:56","320","-3.41779 dB","mp3","2019-06-15T22:00:14","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Here In My Arms.mp3",""
"250","2020-02-15T23:16:06","0","(0)","","Impulse IMPD-166 Mx: 11117","Duke Ellington & John Coltrane","Big Nick","","","","","","","Em","118","04:30","320","0.611179 dB","mp3","2019-06-15T22:00:17","../Music/swing/Duke Ellington/Duke Ellington & John Coltrane/Big Nick.mp3",""
"251","2020-02-15T23:16:06","0","(0)","","Decca DL8068 Mx: 86097","Ella Fitzgerald","Nice Work If You Can Get It","","","","","lindy","","Cm","118","02:37","320","-2.84233 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Nice Work If You Can Get It.mp3",""
"252","2020-02-15T23:16:06","0","(0)","","Decca DL8068 Mx: 86090","Ella Fitzgerald","Makin' Whoopee","","","","","lindy","","B♭","118","03:06","320","-4.54284 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Makin' Whoopee.mp3",""
"253","2020-02-15T23:16:06","0","(1)","","Gramophone K-7706 Mx: OLA1058-1","Quintette du Hot Club de France","I Can't Give You Anything But Love","","","","","lindy","","A♭","118","03:25","320","-1.2973 dB","mp3","2019-06-15T22:00:10","../Music/swing/Django Reinhardt/Quintette du Hot Club de France/I Can't Give You Anything But Love.mp3",""
"254","2020-02-15T23:16:06","0","(0)","","Victor 24898 Mx: 88776-1","Fats Waller And His Rhythm","Louisiana Fairy Tale","","","","","lindy","","B♭","117.85260526","03:26","320","1.26341 dB","mp3","2019-06-15T22:00:13","../Music/swing/Fats Waller/Fats Waller And His Rhythm/Louisiana Fairy Tale.mp3",""
"255","2020-02-15T23:16:06","0","(0)","","Verve 83554-2","Ella Fitzgerald","A Foggy Day","","","","","lindy","","B♭","117","03:09","320","-3.07213 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/A Foggy Day.mp3",""
"256","2020-02-15T23:16:06","0","(0)","","","","V-D144-B","","","","","","","G","116.82597531","01:56","320","-5.64241 dB","mp3","2019-12-06T09:11:17","../Music/swing/Glen Miller (slow)/V-D144-B.mp3",""
"257","2020-02-15T23:16:06","36099","(1)","Reverent Juke","We Are The Juke","Reverent Juke","East St. Louis Toodle-Oo","2019","","Swing","Duke Ellington","","2","Cm","116.12298057","03:42","320","-2.0925 dB","mp3","2019-11-10T01:05:51","../Music/swing/Reverent Juke/02 - East St. Louis Toodle-Oo.mp3",""
"258","2020-02-15T23:16:06","0","(0)","","Verve MGV4019-2 Mx: 22141-4","Ella Fitzgerald","The Song Is Ended","","","","","lindy","","Dm","116","02:30","320","-1.44641 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/The Song Is Ended.mp3",""
"259","2020-02-15T23:16:06","0","(0)","","Victor 24742 Mx: 84421-1","Fats Waller And His Rhythm","Let's Pretend There's A Moon","","","","","lindy","","A","116","03:26","320","-0.95028 dB","mp3","2019-06-15T22:00:13","../Music/swing/Fats Waller/Fats Waller And His Rhythm/Let's Pretend There's A Moon.mp3",""
"260","2020-02-15T23:16:06","0","(1)","","Capitol 2723 Mx: 20276-6","Duke Ellington","Blue Moon","","","","","lindy","","B♭","115","02:47","256","0.878168 dB","mp3","2019-06-15T22:00:19","../Music/swing/Duke Ellington/Duke Ellington/Blue Moon.mp3",""
"261","2020-02-15T23:16:06","0","(0)","","Decca 3420B Mx: 68146","Ella Fitzgerald And Her Orchestra","Five O'clock Whistle","","","","","lindy","","D♭","115","03:05","320","-1.09259 dB","mp3","2019-06-15T22:00:16","../Music/swing/Ella Fitzgerald/Ella Fitzgerald And Her Orchestra/Five O'clock Whistle.mp3",""
"262","2020-02-15T23:16:06","0","(0)","","Swing 7 Mx: OLA-1952-1","Django Reinhardt","St. Louis Blues","","","","","","","G","115","02:44","320","1.04486 dB","mp3","2019-06-15T22:00:11","../Music/swing/Django Reinhardt/Django Reinhardt/St. Louis Blues.mp3",""
"263","2020-02-15T23:16:06","0","(0)","","Decca 3931A Mx: DLA2449","Jimmie Lunceford And His Orchestra","Flamingo","","","","","","","Fm","114.21856499","03:07","320","-1.61041 dB","mp3","2019-06-15T22:00:13","../Music/swing/Jimmie Lunceford/Jimmie Lunceford And His Orchestra/Flamingo.mp3",""
"264","2020-02-15T23:16:06","0","(0)","","Verve MGV4019-2 Mx: 22119-4","Ella Fitzgerald","Isn't This A Lovely Day (To Be Caught In The Rain)","","","","","lindy","","B♭","114","03:30","320","-1.26223 dB","mp3","2019-06-15T22:00:14","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Isn't This A Lovely Day (To Be Caught In The Rain).mp3",""
"265","2020-02-15T23:16:06","0","(0)","","","","COM24406","","","","","","","C","113.20430805","02:50","224","-0.47602 dB","mp3","2019-12-06T09:11:17","../Music/swing/BillieHoliday-slow/COM24406.mp3",""
"266","2020-02-15T23:16:06","0","(0)","","Decca 27724 Mx: 81289","Ella Fitzgerald","Give A Little, Get A Little","","","","","lindy","","B♭","113","03:22","320","-4.17681 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Give A Little, Get A Little.mp3",""
"267","2020-02-15T23:16:06","0","(0)","","Ultraphone AP-1479 Mx: P-77351","Quintette Du Hot Club De France","Blue Drag","","","","","","","Dm","113","02:57","320","2.36748 dB","mp3","2019-06-15T22:00:12","../Music/swing/Django Reinhardt/Quintette Du Hot Club De France/Blue Drag.mp3",""
"268","2020-02-15T23:16:06","0","(0)","","Swing 123 Mx: OSW228-1","Quintette du Hot Club de France","Crepuscule","","","","","","","F","113","03:03","320","-2.25179 dB","mp3","2019-06-15T22:00:10","../Music/swing/Django Reinhardt/Quintette du Hot Club de France/Crepuscule.mp3",""
"269","2020-02-15T23:16:06","0","(0)","","RCA 20-3003 Mx: D7VB2190","Count Basie And His Orchestra","Ready, Set, Go","","","","","lindy","","A♭","113","02:43","320","-6.55286 dB","mp3","2019-06-15T22:00:07","../Music/swing/Count Basie/Count Basie And His Orchestra/Ready, Set, Go.mp3",""
"270","2020-02-15T23:16:06","0","(0)","","037152-1 Bluebird B10290","Glenn Miller And His Orchestra","Blue Evening","1939","","Jazz","","","","Dm","112.80934983","03:14","320","-1.78034 dB","mp3","2019-12-06T09:11:17","../Music/swing/Glen Miller (slow)/BLU037152.mp3",""
"271","2020-02-15T23:16:06","0","(0)","","87646-1 Bluebird B5814","Charlie Barnet And His Orchest","Don't Be Afraid To Tell Your M","1935","","Jazz","","","","B","112.73991620271507","02:36","320","-2.52617 dB","mp3","2019-06-15T22:00:04","../Music/swing/Charlie Barnet/BLU87646-1.mp3",""
"272","2020-02-15T23:16:06","0","(0)","","048484-1 Bluebird 10717","Glenn Miller And His Orchestra","I'm Stepping Out With A Memory","1940","","Jazz","","","","D♭","112.55465439","02:47","320","-0.580492 dB","mp3","2019-12-06T09:11:17","../Music/swing/Glen Miller (slow)/BLU048484.mp3",""
"273","2020-02-15T23:16:06","0","(0)","","Verve MGV4049 Mx: 20084-10","Ella Fitzgerald","Anything Goes","","","","","","","G","112","03:23","320","-3.07162 dB","mp3","2019-06-15T22:00:16","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Anything Goes.mp3",""
"274","2020-02-15T23:16:06","0","(0)","","Verve MGV4003 Mx: 20222-2","Ella Fitzgerald & Louis Armstrong","Can't We Be Friends","","","","","lindy","","E♭","112","03:48","320","0.182878 dB","mp3","2019-06-15T22:00:13","../Music/swing/Ella Fitzgerald/Ella Fitzgerald & Louis Armstrong/Can't We Be Friends.mp3",""
"275","2020-02-15T23:16:06","0","(0)","","037675-1 Bluebird B10329","Glenn Miller And His Orchestra","Oh ! You Crazy Moon","1939","","Jazz","","","","D♭","111.31756685","03:24","320","-5.65409 dB","mp3","2019-12-06T09:11:17","../Music/swing/Glen Miller (slow)/BLU037675.mp3",""
"276","2020-02-15T23:16:06","0","(0)","","Verve MGV4050 Mx: 20094-2","Ella Fitzgerald","Don't Fence Me In","","","","","lindy","","C","111","03:28","320","-4.27182 dB","mp3","2019-06-15T22:00:14","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Don't Fence Me In.mp3",""
"277","2020-02-15T23:16:06","0","(0)","","23151-1 Vocalion 4208","Billie Holiday And Her Orchest","Havin' Myself A Time","1938","","Jazz","","","","B♭","110.61805907","02:32","320","0.826451 dB","mp3","2019-12-06T09:11:17","../Music/swing/BillieHoliday-slow/CBS23151-2.mp3",""
"278","2020-02-15T23:16:06","0","(0)","","Verve 314 559 809-2","Ella Fitzgerald","I'm Gonna Sit Right Down And Write Myself A Letter","","","","","lindy","","B♭","110","02:27","128","-6.41508 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/I'm Gonna Sit Right Down And Write Myself A Letter.mp3",""
"279","2020-02-15T23:16:06","0","(0)","","Verve MGV4021 Mx: 22571-3","Ella Fitzgerald And Marty Paich's Dektette","As Long As I Live","","","","","","","Cm","110","02:49","320","-0.347424 dB","mp3","2019-06-15T22:00:14","../Music/swing/Ella Fitzgerald/Ella Fitzgerald And Marty Paich's Dektette/As Long As I Live.mp3",""
"280","2020-02-15T23:16:06","0","(0)","","35051-1 Bluebird B10191","Charlie Barnet And His Orchest","In A Mizz","1939","","Jazz","","","","Cm","109.08500000000001","03:13","320","-3.45336 dB","mp3","2019-06-15T22:00:05","../Music/swing/Charlie Barnet/BLU035051.mp3",""
"281","2020-02-15T23:16:06","0","(0)","","RTE 710707","Duke Ellington","All Of Me (Johnny Hodges, As)","","","","","lindy","","Fm","109","02:48","320","-4.03809 dB","mp3","2019-06-15T22:00:18","../Music/swing/Duke Ellington/Duke Ellington/All Of Me (Johnny Hodges, As).mp3",""
"282","2020-02-15T23:16:06","0","(0)","","Verve MGV4019-2 Mx: 22143-3","Ella Fitzgerald","Lazy","","","","","lindy","","B♭","109","02:40","320","-0.761023 dB","mp3","2019-06-15T22:00:15","../Music/swing/Ella Fitzgerald/Ella Fitzgerald/Lazy.mp3",""
"283","2020-02-15T23:16:06","0","(0)","","RCA 20-2677 Mx: D7VB2169","Count Basie And His Orchestra","Your Red Wagon","","","","","lindy","","E","109","02:51","320","-4.31111 dB","mp3","2019-06-15T22:00:08","../Music/swing/Count Basie/Count Basie And His Orchestra/Your Red Wagon.mp3",""
"284","2020-02-15T23:16:06","0","(0)","","Decca 28926 Mx: 62511-B","Count Basie And His Orchestra","Good Morning Blues","","","","","lindy","","F","109","03:06","320","-0.241135 dB","mp3","2019-06-15T22:00:08","../Music/swing/Count Basie/Count Basie And His Orchestra/Good Morning Blues.mp3",""
"285","2020-02-15T23:16:06","0","(0)","","SWING SW13 Mx: OLA-2216-1","Michel Warlop Et Son Orchestre","Tea For Two","","","","","","","G","108","03:17","320","2.30322 dB","mp3","2019-06-15T22:00:12","../Music/swing/Django Reinhardt/Michel Warlop Et Son Orchestre/Tea For Two.mp3",""
"286","2020-02-15T23:16:06","0","(0)","","036878-1 Bluebird B10276","Glenn Miller And His Orchestra","Stairway To The Stars","1939","","Jazz","","","","C","107.75874316939893","02:50","224","-2.33942 dB","mp3","2019-12-06T09:11:17","../Music/swing/Glen Miller (slow)/BLU036878.mp3",""
"287","2020-02-15T23:16:06","0","(0)","","His Master's Voice B-8598 Mx: OLA1716-1","Quintette du Hot Club de France","A Little Love, A Little Kiss","","","","","","","Em","107","03:20","320","-0.372915 dB","mp3","2019-06-15T22:00:10","../Music/swing/Django Reinhardt/Quintette du Hot Club de France/A Little Love, A Little Kiss.mp3",""
"288","2020-02-15T23:16:06","0","(0)","","","","BLU047068","","","","","","","D","106.51810886","02:35","320","-1.25656 dB","mp3","2019-12-06T09:11:17","../Music/swing/Glen Miller (slow)/BLU047068.mp3",""
"289","2020-02-15T23:16:06","0","(0)","","060912-1 Bluebird 11135","Glenn Miller And His Orchestra","The Spirit Is Willing","1941","","Jazz","","","","D","106.34571878","03:28","320","0.378634 dB","mp3","2019-12-06T09:11:17","../Music/swing/Glen Miller (slow)/BLU060912.mp3",""
"290","2020-02-15T23:16:06","0","(0)","","047067-1 Bluebird 10622 A","Glenn Miller And His Orchestra","Imagination","1940","","Jazz","","","","E♭","106.05507487","02:48","224","-2.45122 dB","mp3","2019-12-06T09:11:17","../Music/swing/Glen Miller (slow)/BLU047067.mp3",""
"291","2020-02-15T23:16:06","0","(0)","","055532 VICTOR-26793","LIONEL HAMPTON & HIS ORCH","JUST FOR LAUGHS","9194","","Jazz","","","1","C","106","03:09","320","-4.42962 dB","mp3","2019-06-15T22:00:08","../Music/swing/Lionel Hampton/LIONEL HAMPTON & HIS ORCH/JUST FOR LAUGHS.mp3",""
"292","2020-02-15T23:16:06","0","(0)","","","","If you wish upon a star","","","","","","","A","105.92400651","02:52","224","-0.183436 dB","mp3","2019-12-06T09:11:17","../Music/swing/Glen Miller (slow)/BLU046084.mp3",""
"293","2020-02-15T23:16:06","0","(0)","","","","BLU048487","","","","","","","D♭","105.80941608","03:05","320","-1.30631 dB","mp3","2019-12-06T09:11:17","../Music/swing/Glen Miller (slow)/BLU048487.mp3",""
"294","2020-02-15T23:16:06","0","(0)","","Decca 2080 Mx: 64465-A","Chick Webb & His Orch. Feat. Ella Fitzgerald","I Let A Tear Fall In The River","","","","","lindy","","Cm","105.14310123","03:12","256","-1.29756 dB","mp3","2019-06-15T22:00:16","../Music/swing/Ella Fitzgerald/Chick Webb & His Orch. Feat. Ella Fitzgerald/I Let A Tear Fall In The River.mp3",""
"295","2020-02-15T23:16:06","0","(0)","","Cameo 9175 Mx: 3713-C","The Washingtonians","Saratoga Swing","","","Jazz","","lindy","","B","105","02:46","320","-1.79591 dB","mp3","2019-06-15T22:00:16","../Music/swing/Duke Ellington/The Washingtonians/Saratoga Swing.mp3","NY c. Mar 15 1929"
